City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
2180815,Tuatapere,NZ,-46.1333,167.6833,53.82,87,100,8.66
3577154,Oranjestad,AW,12.524,-70.027,79.92,81,20,4
6324729,Halifax,CA,44.6453,-63.5724,49.86,84,18,5.53
4036284,Alofi,NU,-19.0595,-169.9187,71.1,91,100,26.98
1222396,Kuah,MY,6.3265,99.8432,84.6,69,93,12.86
1790437,Zhuhai,CN,22.2769,113.5678,78.69,94,40,5.75
3932145,Pisco,PE,-13.7,-76.2167,62.65,77,90,1.14
1487939,Uvat,RU,59.1433,68.8953,62.22,42,100,6.06
2064735,Nhulunbuy,AU,-12.2333,136.7667,81.21,74,40,9.22
3572462,Dunmore Town,BS,25.5,-76.65,81,77,58,15.55
6255012,Flinders,AU,-34.5833,150.8552,64.8,76,97,1.01
2068110,Kununurra,AU,-15.7667,128.7333,78.78,38,90,9.22
5919850,Chapais,CA,49.7834,-74.8492,55.15,57,99,15.57
4634662,Kingsport,US,36.5484,-82.5618,62.24,84,1,0
2381334,Atar,MR,20.5169,-13.0499,85.44,19,6,14.36
5879400,Anchorage,US,61.2181,-149.9003,52.23,91,75,6.91
3355672,Lﾃｼderitz,NA,-26.6481,15.1594,61.48,57,0,7.54
3115824,Muros,ES,42.7762,-9.0603,61.68,71,0,7.78
4677526,Burkburnett,US,34.0979,-98.5706,80.83,79,1,3
292968,Abu Dhabi,AE,24.4667,54.3667,111.22,13,0,3.44
2434979,Bol,TD,13.4586,14.7147,81.21,72,97,16.67
5843495,Worland,US,44.0169,-107.9554,64.11,51,1,0
3388847,Sﾃ｣o Fﾃｩlix do Xingu,BR,-6.6447,-51.995,68.85,92,74,0.58
122285,Neyshabur,IR,36.2133,58.7958,85.17,10,0,4.5
1806881,Huicheng,CN,23.0385,116.2899,77.81,90,100,8.86
609906,Fort-Shevchenko,KZ,44.5086,50.263,89.49,27,3,12.77
2246901,Oussouye,SN,12.485,-16.5469,77.09,77,35,4.63
1293960,Taunggyi,MM,20.7833,97.0333,73.26,78,100,6.73
5354943,Half Moon Bay,US,37.4636,-122.4286,58.59,84,90,0
1106643,Quatre Cocos,MU,-20.2078,57.7625,76.08,53,57,13.65
3622716,Nicoya,CR,10.1483,-85.452,72.9,91,95,2.82
2125693,Evensk,RU,61.95,159.2333,50.27,79,100,3.65
5802636,Mattawa,US,46.7379,-119.9028,71.04,35,3,20
1067565,Beloha,MG,-25.1667,45.05,77.14,34,2,6.78
259289,Corinth,GR,37.9407,22.9573,90.66,49,0,2.93
286245,Sur,OM,22.5667,59.5289,98.11,37,0,3.02
2729907,Longyearbyen,SJ,78.2186,15.6401,37.24,87,75,6.91
3402648,Carutapera,BR,-1.195,-46.02,74.79,89,1,5.14
6354897,Riviﾃｨre-du-Loup,CA,47.8304,-69.5342,45.48,72,59,13.82
5557293,Sitka,US,57.0531,-135.33,60.69,82,90,11.5
576093,Blagoyevo,RU,63.3667,47.9167,84.51,44,87,7.63
1508501,Chadan,RU,51.2833,91.5833,74.14,24,61,2.89
1622318,Waingapu,ID,-9.6567,120.2641,82.47,73,60,12.41
779622,Havﾃｸysund,NO,70.9963,24.6622,55.63,72,96,2.24
332288,Lalibela,ET,12.0333,39.0333,77.61,24,84,4.72
53654,Mogadishu,SO,2.0371,45.3438,80.31,72,100,14.85
7290171,Plaster Rock,CA,46.9065,-67.39,45,82,0,4.03
286621,Salalah,OM,17.0151,54.0924,84.29,74,75,13.8
5856516,・・ﾄhuimanu,US,21.4447,-157.8378,76.21,68,1,9.22
3422683,Kangaatsiaq,GL,68.3065,-53.4641,40.41,77,0,26.46
1732826,Mersing,MY,2.4312,103.8405,86.85,64,75,7.58
3423146,Ilulissat,GL,69.2167,-51.1,39.22,87,90,8.05
3407762,Amapﾃ｡,BR,1,-52,69.24,100,33,1.14
2527087,Tiznit Province,MA,29.5833,-9.5,66.54,65,0,2.93
3620298,Condega,NI,13.365,-86.3985,66.51,89,66,3.53
3448455,Sﾃ｣o Miguel do Araguaia,BR,-13.275,-50.1628,68.05,40,2,3.15
5905393,Bonavista,CA,48.6499,-53.1147,55.4,89,57,13.6
3347353,Menongue,AO,-14.6585,17.691,66.45,34,30,7.58
1784592,Wufeng,CN,27.45,104.8333,70.02,80,99,4.03
3356832,Henties Bay,NA,-22.116,14.2845,62.55,72,0,4.43
1142226,Dawlatabad,AF,36.4141,64.9053,94.55,9,0,10.22
371745,Kutum,SD,14.2,24.6667,84.29,31,90,3.47
546742,Kodino,RU,63.7198,39.6447,88.61,37,26,12.75
5887916,Athabasca,CA,54.7169,-113.2854,62.29,82,100,4.83
4033077,Vaitape,PF,-16.5167,-151.75,80.38,73,0,16.89
3013748,Hauterive,FR,46.0901,3.4459,61.09,99,100,5.46
5520076,Del Rio,US,29.3627,-100.8968,81.82,74,1,12.66
2521335,Barbate,ES,36.1924,-5.9219,75.69,68,4,22.35
6113406,Prince Rupert,CA,54.3161,-130.3201,55.18,94,90,0
3440777,Rocha,UY,-34.4833,-54.3333,57.52,98,100,17.07
3147467,Lillesand,NO,58.2488,8.3778,64.17,59,0,3.44
3445026,Vila Velha,BR,-20.3297,-40.2925,66.15,88,90,4.61
4984075,Alpena,US,45.0617,-83.4327,67.57,60,90,3
2179825,Waitati,NZ,-45.75,170.5667,50.81,73,100,5.59
3414079,Olafsvik,IS,64.8945,-23.7142,48.13,73,100,11.81
2377457,Nouadhibou,MR,20.931,-17.0347,67.98,73,0,21.85
298298,Uﾅ・ak Province,TR,38.5,29.4167,73.38,44,0,6.53
1260210,Pasﾄ・n,IN,22.85,82.2,87.57,57,94,8.23
2013279,Vostok,RU,46.4856,135.8833,72.7,51,97,3.87
1992517,Baoning,CN,25.3378,110.026,89.19,62,62,4.07
110690,Faya,SA,18.3851,42.4509,84.72,10,100,14.9
2012530,Zhigansk,RU,66.7697,123.3711,67.77,48,79,16.26
3648698,Bachaquero,VE,9.9694,-71.1494,77.95,82,49,6.24
2122783,Katangli,RU,51.7102,143.2326,47.75,85,95,12.53
212902,Kindu,CD,-2.95,25.95,77.2,63,99,2.98
2216645,Hﾅｫn,LY,29.1268,15.9477,97.09,15,0,8.77
4944903,Nantucket,US,41.2835,-70.0995,58.59,88,1,3.44
3408368,Acaraﾃｺ,BR,-2.8856,-40.12,73.96,85,5,10.36
1106835,Thaba-Tseka,LS,-29.522,28.6084,47.26,53,34,6.64
933416,Manyana,BW,-23.4,21.7167,63.95,35,0,9.31
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,78.24,93,100,1.61
187896,Mandera,KE,3.9366,41.867,87.67,40,24,18.28
3385077,Conde,BR,-7.2597,-34.9075,69.26,100,40,4.61
3397851,Itupiranga,BR,-5.1347,-49.3267,75.52,96,8,1.83
5478673,Meadow Lake,US,34.8014,-106.5436,70.66,52,96,4.05
1168700,Ormara,PK,25.2088,64.6357,83.84,76,17,17.29
3347719,Luena,AO,-11.7833,19.9167,69.78,29,6,6.29
3352844,Swakopmund,NA,-22.6833,14.5333,61.65,68,0,2.95
6137462,Saint-Augustin,CA,51.226,-58.6502,46.22,87,0,8.16
2127060,Arman',RU,59.7,150.1667,47.86,91,100,5.44
5294167,Eloy,US,32.7559,-111.5548,78.73,55,5,4.36
2449893,Tessalit,ML,20.1986,1.0114,93.67,24,6,13
2338660,Yaan,NG,7.3833,8.5667,77.27,79,91,5.21
1488903,Turukhansk,RU,65.8167,87.9833,73.8,43,98,6.82
1328421,Pathein,MM,16.7833,94.7333,85.5,66,97,11.88
1735902,Sibu,MY,2.3,111.8167,82.71,78,40,2.3
5836898,Rock Springs,US,41.5875,-109.2029,60.24,31,40,5.01
3152989,Hemsedal,NO,60.8629,8.5534,68.94,48,65,4
3436547,Yuty,PY,-26.6,-56.25,70.86,69,85,15.01
1927639,Yueyang,CN,29.3333,113.0919,90.84,53,98,2.95
3380290,Sinnamary,GF,5.3833,-52.95,76.1,85,96,2.1
3449293,Sﾃ｣o Domingos,BR,-13.3983,-46.3183,65.79,54,74,6.78
1645528,Denpasar,ID,-8.65,115.2167,83.86,84,75,19.57
3870243,Taltal,CL,-25.4,-70.4833,58.28,54,0,5.61
3696183,Iquitos,PE,-3.7481,-73.2472,73.44,94,0,2.3
257122,Methﾃｳni,GR,36.8197,21.7049,94.86,50,0,4.36
1528998,Yumen,CN,40.2833,97.2,85.1,17,56,9.53
143073,Ardakﾄ・n,IR,32.31,54.0175,98.98,6,0,5.97
5882953,Aklavik,CA,68.2191,-135.0107,67.03,65,9,7.7
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,65.12,72,75,13.8
2523045,Soverato Marina,IT,38.685,16.5499,84.15,32,65,3.06
2027275,Bada,RU,51.392,109.8717,84.74,30,79,8.01
2229681,Lagdo,CM,9.05,13.7333,82.65,58,75,3.47
3736808,Iranduba,BR,-3.2847,-60.1861,77.29,95,99,2.62
1045114,Inhambane,MZ,-23.865,35.3833,73.38,78,40,8.05
3402229,Chapadinha,BR,-3.7417,-43.3603,69.37,97,7,1.7
2745739,Veere,NL,51.5483,3.6667,60.12,83,51,4
286987,Nizwﾃ｡,OM,22.9333,57.5333,101.79,17,1,8.5
1857260,Mikuni,JP,36.2171,136.1519,73.31,77,5,7.94
3576994,Cockburn Town,TC,21.4612,-71.1419,80.08,77,93,18.61
1504382,Kargasok,RU,59.0556,80.8572,59.58,50,94,11.68
1538648,Toktogul,KG,41.8708,72.9402,76.77,33,0,3.58
1263911,Mﾄ・ndalgarh,IN,25.2,75.1,92.39,44,69,11.99
2020095,Meget,RU,52.415,104.0494,66.96,65,100,8.43
593748,Tytuvﾄ・nai,LT,55.6,23.2,73.31,67,1,3.67
4274356,Lenexa,US,38.9536,-94.7336,76.01,82,1,1.99
1855540,Naze,JP,28.3667,129.4833,76.12,76,100,10.71
2522890,Tortolﾃｬ,IT,39.9256,9.6572,80.42,69,20,10.36
2146219,Hervey Bay,AU,-25.2986,152.8535,68.02,76,100,1.01
6064202,Magrath,CA,49.4167,-112.8686,59.14,94,23,8.05
2120591,Tilichiki,RU,60.4667,166.1,59.65,65,96,1.95
1497497,Nizhniy Ingash,RU,56.2,96.53,66.74,59,95,3.56
364933,Umm Kaddadah,SD,13.6017,26.6876,86.72,38,47,10.76
5919815,Channel-Port aux Basques,CA,47.5702,-59.1367,51.13,85,0,6.02
5746545,Portland,US,45.5234,-122.6762,62.44,75,1,1.01
1509819,Bolotnoye,RU,55.6717,84.3981,60.12,78,100,6.08
2738381,Lata,PT,40.1629,-8.3327,65.35,46,5,5.39
553190,Kandalaksha,RU,67.162,32.4123,53.13,94,100,2.71
3451138,Rio Grande,BR,-32.035,-52.0986,58.95,89,100,25.75
3970558,San Ignacio Rﾃｭo Muerto,MX,27.4167,-110.2333,82.45,70,27,7
5110365,Broome,US,42.2506,-75.833,49.12,82,1,1.01
2028164,Deputatsky,RU,69.3,139.9,72.55,22,54,10.98
3835869,Santiago del Estero,AR,-27.7951,-64.2615,51.64,85,0,6.98
3382160,Cayenne,GF,4.9333,-52.3333,76.08,91,0,1.14
1529376,Korla,CN,41.7597,86.1469,88.79,14,0,14.07
123941,Mﾄｫnﾄ・b,IR,27.1467,57.0801,99.9,17,0,10.11
4255151,Bud,US,39.447,-86.1758,59.5,84,0,7.94
